molecule (Canonical/Isomeric SMILES),bacteria,MIC (µmol mL−1),MIC (µg mL−1),doi,id,type,group,group_name,Unnamed: 9,Molecular weight,MIC,log MIC,S. aureus,E. coli,
[Br-].O=C(NC1=CC=CC2=CC=CN=C21)CN3C=[N+](C=4C=CC=CC43)CC(=O)C5=CC=C(Br)C=C5,S. aureus Staphylococcus. aureus ATCC 25926,,0.009,https://doi.org/10.1038/s41598-022-21435-6,11g,hybrid,,,,580.2800000000003,0.015509753911904588,-1.8093950929375084,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,хинолон,,435.4590000000002,4.592854895638853,0.6620827247519501,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C4=NC=5C=CC=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,6b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,447.4700000000002,2.234786689610476,0.3492360760378955,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,449.4860000000002,4.449526792825581,0.6483138262186122,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,467.4760000000002,34.22635600544197,1.5343606633513853,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,483.93100000000027,4.132820588059039,0.6162465523160217,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,528.3820000000002,121.12448947920251,2.0832319595792965,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13e,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,494.4830000000003,32.357027440781565,1.50996861722445,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,0.25,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13f,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,461.49700000000024,0.5417153307605463,-0.26622887353132263,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(F)=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13g,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,479.48700000000025,8.342249112071856,0.9212831543881198,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Cl)=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,0.5,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13h,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,495.9420000000003,1.0081824084267914,0.0035391152506877624,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(Br)=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13i,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,540.393,118.43232610340992,2.07347025924652,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC(=CC5N4)N(=O)=O)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,13j,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,506.4940000000003,31.589712810023393,1.4995456776433873,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,477.5400000000003,268.04037358127056,2.428200214562233,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,491.56700000000035,520.7835351030476,2.7166572452857003,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,512,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,519.6210000000004,985.3335411771263,2.993583266612127,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,533.6480000000004,479.71696698947585,2.6809850791905,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14e,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,561.7020000000002,56.969709917358294,1.7556440080890947,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14f,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,589.7560000000001,54.259727751816,1.7344776103584811,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14g,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,617.81,207.18343827390302,2.3163550360455463,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCCCCCCCC)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14h,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,701.9719999999995,364.6869105890266,2.56192017581454,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14i,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,489.55100000000033,522.9281525316052,2.718442023279277,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14j,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,503.5780000000004,63.545270047539766,1.8030832296547397,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14k,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,531.6320000000003,240.7680500797543,2.3815988555315086,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14l,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,545.6590000000003,469.1574774721939,2.671318642539702,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14m,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,573.7130000000002,27.888508714287447,1.4454252918038153,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14n,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,601.767,106.35345573951378,2.026751605985044,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14o,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,629.8209999999999,50.80808674210609,1.7059328411809052,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CCCCCCCCCCCCCCCCCC)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,14p,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,713.9829999999995,89.63798857956009,1.9524921026756217,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6Cl)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,574.0559999999999,13.935922627757574,1.144135726467318,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(Cl)C6)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,574.0559999999999,111.48738102206059,2.0472257134592615,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6F)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,512,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15c,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,557.601,918.219300180595,2.9629464170227275,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(F)C6)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,128,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15d,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,557.601,229.55482504514876,2.3608864256947655,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(F)C=C6)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15e,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,557.601,14.347176565321798,1.1567664430388405,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(Cl)C=C6Cl)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15f,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,608.5009999999999,6.573530692636497,0.8177986950492657,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(C=C6)N(=O)=O)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15g,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,584.608,6.842191690842411,0.83519523721369,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6Cl)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15h,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,586.0669999999999,27.300632862795556,1.436172714646405,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(Cl)C6)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15i,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,586.0669999999999,13.650316431397778,1.135142718982424,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=CC6F)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15j,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,569.612,28.089295871575743,1.4485408526611017,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC=6C=CC=C(F)C6)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,256,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15k,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,569.612,449.4287339452119,2.6526608353170262,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(F)C=C6)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,16,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15l,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,569.612,28.089295871575743,1.4485408526611017,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(Cl)C=C6Cl)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,8,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15m,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,620.5119999999998,12.892579031509467,1.1103398023120863,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC4=NC=5C=CC=CC5N4CC6=CC=C(C=C6)N(=O)=O)CC3)C7CC7,"S. aureus, Staphylococcus aureus ATCC25923",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,15n,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,596.6189999999999,6.704446221122694,0.8263629114876978,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CCC4=NC=5C=CC=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,16a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,463.51300000000026,138.07595471971652,2.1401180548149337,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CCC4=NC=5C=CC=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,4,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,16b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,475.5240000000003,8.411773117655466,0.9248875503814867,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CNC4=NC=5C=CC=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,2,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,17a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,464.5010000000002,4.3056957896753705,0.6340433423633529,+,-,
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CNC4=NC=5C=CC=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,1,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,17b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,476.5120000000002,2.0985830367335963,0.321926158051549,+,-,
O=C(OC)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C=NC4=NC=5C=CC=CC5N4)CC3)CC,"S. aureus, Staphylococcus aureus ATCC25923",,64,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,18a,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,476.5120000000002,134.30931435095016,2.128106132035436,+,-,
O=C(OC)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(C=NC4=NC=5C=CC=CC5N4)CC3)C6CC6,"S. aureus, Staphylococcus aureus ATCC25923",,32,http://dx.doi.org/10.1016/j.ejmech.2016.01.052,18b,hybrid,C1=CC=C2C(=C1)C=CC(=O)N2,,,488.52300000000025,65.5035689210129,1.8162649628998306,+,-,
C1=CC=CC2=C1[N]C(=N2)C(=NN(C3=CC=C(C=C3)C[S](=O)(=O)N([H])C4=NC=CC=N4)[H])C#N,S. aureus(RCMB10010),,11.97,10.1002/jccs.202000418J Chin Chem Soc.2021;68:1291–1301.http://www.jccs.wiley-vch.de© 2021 The Chemical Society Located in Taipei & Wiley-VCH GmbH1291,6d,hybrid,,,,431.4610000000001,27.742947798294626,1.4431526047011045,+,-,
N(=C/C=C/C1=CC=C(N(C)C)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.0234,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,1,hybrid,N(C)=C,,,290.37,0.0234,-1.630784142589857,+,-,
OC=1C=CC=2C=CC=CC2C1C=NC3=NC=4C=CC=CC4N3,Staphylococcus aureus,0.0229,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,2,hybrid,N(C)=C,,,287.322,0.0229,-1.640164517660112,+,-,
N(=C/C1=CC(OC)=C(OC)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.022,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,3,hybrid,N(C)=C,,,281.315,0.022,-1.6575773191777938,+,-,
N(=C/C1=CC=C(O)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.0191,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,4,hybrid,N(C)=C,,,237.262,0.0191,-1.7189666327522726,+,-,
N(=C/C1=CC=C(N(=O)=O)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.021,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,5,hybrid,N(C)=C,,,266.26000000000005,0.021,-1.6777807052660807,+,-,
N(=C/C1=CC=C(N(C)C)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.021,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,6,hybrid,N(C)=C,,,264.33200000000005,0.021,-1.6777807052660807,+,-,
N(=C/C1=CC(N(=O)=O)=CC=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.021,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,7,hybrid,N(C)=C,,,266.26000000000005,0.021,-1.6777807052660807,+,-,
N(=C/C)\C=1NC=2C(N1)=CC=CC2,Staphylococcus aureus,0.01288,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,8,hybrid,N(C)=C,,,159.192,0.01288,-1.8900841369762067,+,-,
N(=C/C1=CC=C(OC)C=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.0199526,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,9,hybrid,N(C)=C,,,251.28900000000002,0.0199526,-1.7000005038830162,+,-,
N(=C/CCCC=O)\C=1NC=2C(N1)=CC=CC2,Staphylococcus aureus,0.017378,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,10,hybrid,N(C)=C,,,215.256,0.017378,-1.7600002071131287,+,-,
N(=C/C1=CC(OC)=C(OC)C(OC)=C1)\C=2NC=3C(N2)=CC=CC3,Staphylococcus aureus,0.0251189,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,11,hybrid,N(C)=C,,,311.341,0.0251189,-1.59999938302362,+,-,
C(C)(=O)N1C=2C(N=C1/N=C/C)=CC=CC2,Staphylococcus aureus,0.0645654,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,12,hybrid,N(C)=C,,,201.22900000000004,0.0645654,-1.190000154058473,+,-,
C(=O)(N1C=2C(N=C1/N=C/C3=CC=C(OC)C=C3)=CC=CC2)C4=CC(N(=O)=O)=CC(N(=O)=O)=C4,Staphylococcus aureus,0.0707946,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,13,hybrid,N(C)=C,,,445.3910000000002,0.0707946,-1.149999867728904,+,-,
C(=O)(N1C=2C(N=C1/N=C/CCCC=O)=CC=CC2)C3=CC(N(=O)=O)=CC(N(=O)=O)=C3,Staphylococcus aureus,0.040738,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,14,hybrid,N(C)=C,,,409.3580000000001,0.040738,-1.3900002961577693,+,-,
C(C)(=O)N1C=2C(N=C1/N=C/CCCC=O)=CC=CC2,Staphylococcus aureus,0.040738,,https://www.researchgate.net/profile/Jyoti-Rathi-2/publication/372935704_QSAR_molecular_docking_and_ADME_Studies_Of_Benzimidazole_Derivatives_As_Antibacterial_Agents/links/64ce6c5a806a9e4e5cec7213/QSAR-molecular-docking-and-ADME-Studies-Of-Benzimidazole-Derivatives-As-Antibacterial-Agents.pdf,15,hybrid,N(C)=C,,,257.293,0.040738,-1.3900002961577693,+,-,
